sentences,words,OOV,logprob,ppl,ppl1
35,193,3,-489.673,150.08,377.767
9,333,26,-844.8,471.429,564.664
53,511,10,-1496.29,502.219,969.652
95,572,4,-1354.1,110.251,242.091
72,613,40,-1758.41,532.368,1171.58
54,524,0,-1364.23,229.228,401.33
40,412,15,-1211.78,592.874,1128.12
6,33,0,-94.8679,270.714,749.522
80,431,11,-1197.52,248.331,709.949
115,546,40,-1641.87,440.461,1757.09
88,716,0,-1938.01,257.308,508.992
55,401,29,-1063.13,308.858,720.89
40,377,0,-918.18,159.173,272.578
64,309,7,-871.687,240.801,769.805
71,427,4,-1177.21,241.56,606.755
18,122,3,-308.98,180.023,394.885
55,421,19,-1117.61,278.962,602.746
45,144,4,-524.595,684.935,5586.09
60,377,4,-1050.36,266.546,654.601
36,316,1,-915.659,406.177,806.964
88,495,4,-1326.67,195.576,503.476
3,36,2,-93.1827,329.953,550.388
87,690,21,-1885.49,311.915,658.224
106,646,5,-1702.3,190.041,452.578
87,475,0,-1140.09,106.816,251.303
76,643,2,-1860.81,393.798,799.799
31,212,9,-578.577,296.86,708.164
64,632,0,-1586.91,190.568,324.296
5,58,4,-161.796,552.466,991.341
105,644,27,-1895.02,421.392,1178.56
50,287,5,-794.507,247.226,656.753
53,549,1,-1408.77,220.819,372.17
21,21,1,-116.156,680.881,642386
70,539,0,-1272.09,122.69,229.131
79,767,0,-1961.95,208.49,361.367
87,475,0,-1140.09,106.816,251.303
40,377,0,-918.18,159.173,272.578
79,767,0,-1961.95,208.49,361.367
152,612,1,-1781.25,216.043,822.83
44,249,5,-630.338,154.409,383.134
81,363,24,-1070.28,353.419,1436.06
23,204,13,-575.124,486.962,1025.94
55,251,6,-688.708,197.557,647.221
134,645,21,-1946.44,369.711,1316.11
91,637,0,-1593.63,154.543,317.52
112,713,6,-2170.41,446.754,1174.58
46,391,29,-1207.51,911.124,2165.99
70,539,0,-1272.09,122.69,229.131
134,610,40,-1933.39,557.559,2465.53
