sentences,words,OOV,logprob,ppl,ppl1
76,694,59,-2003.4,657.24,1428.77
75,521,88,-1552.47,1137.76,3849.37
83,531,108,-1434.15,682.804,2457.17
94,614,159,-1584.14,768.235,3031.23
59,382,103,-913.216,503.296,1875.76
76,607,136,-1565.77,728.567,2110.35
51,400,33,-1174.85,646.598,1589.33
44,427,95,-1135.01,1043.84,2622.36
45,355,8,-1126.52,747.8,1763.87
55,468,148,-1117.11,952.692,3097.13
84,639,83,-1954.12,1130.61,3270.44
54,504,77,-1427.96,930.536,2208.87
112,880,165,-2589.86,1354.03,4189.64
50,368,30,-1200.93,1245.06,3573.21
62,536,60,-1598.29,934.982,2279.06
68,547,66,-1647.71,1002.99,2664.38
61,563,99,-1551.81,903.291,2210.13
75,504,163,-1223,870.75,3859.2
82,773,96,-2297.14,1063.01,2472.41
62,585,73,-1620.07,664.376,1459.45
86,654,95,-1991.38,1222.96,3650.9
58,332,15,-1004.18,476.215,1471.46
56,472,85,-1317.63,942.63,2539.43
70,627,80,-1726.21,627.701,1431.47
63,537,59,-1557.78,757.602,1815.3
50,394,29,-1289.76,1281.88,3416.47
35,384,53,-1072.28,850.612,1735.89
35,237,84,-575.773,1155.11,5797.28
11,76,21,-211.972,1628.16,7145.56
66,432,129,-1128.14,1141.01,5287.28
68,595,106,-1520.87,537.609,1288.73
103,759,115,-2327.65,1306.15,4114.87
62,564,79,-1646.3,1022.55,2479.87
76,557,95,-1676.4,1306.12,4251.77
81,643,100,-1898.48,1102.65,3135.33
72,749,109,-2113.04,928.451,2002.77
73,542,78,-1678.32,1334.66,4140.73
58,402,68,-1192.42,1101.27,3716.43
84,838,142,-2317.41,935.502,2136.09
85,638,77,-1979.26,1158.43,3373.6
52,418,32,-1273.13,806.638,1987.25
17,147,37,-405.031,1546.05,4809.53
25,209,20,-636.572,943.266,2334.02
32,331,67,-927.481,1359.51,3259.76
29,231,34,-785.715,2996.51,9736.46
66,390,43,-1222.2,910.586,3328.05
40,443,104,-1121.7,911.254,2036.38
70,457,49,-1341.53,640.53,1941.12
53,448,148,-1049.55,940.219,3151.37
67,637,103,-1846,1179.1,2863.74
98,647,51,-2116.73,1122.12,3560.88
95,804,105,-2441.62,1188.74,3111.85
64,511,79,-1499.23,1053.51,2954.17
60,435,52,-1370.78,1242.54,3793.66
73,639,184,-1507.96,717.758,2061.53
38,320,59,-884.115,905.54,2440.14
74,692,148,-1919.03,1274.18,3370.02
71,689,136,-1857.1,946.497,2281.52
78,640,92,-1909.77,1123.96,3054.79
86,672,193,-1685.25,961.034,3298.08
49,312,104,-708.981,573.693,2561.89
60,609,100,-1718.56,1047.9,2378.74
47,375,43,-958.18,337.426,769.279
35,189,11,-616.441,783.59,2905.03
46,240,20,-729.89,554.56,2078.18
74,481,59,-1312.79,443.363,1290.87
86,586,16,-1710.03,404.352,1000.14
59,438,23,-1306.96,571.875,1410.27
45,350,37,-1069.38,970.698,2609.38
121,712,128,-1970.15,623.067,2363.41
51,266,72,-716.526,840.612,4936.65
75,417,24,-1288.59,566.764,1900.47
70,399,14,-1250.06,558.956,1765.64
107,665,54,-1870.97,403.462,1153.82
54,248,145,-640.237,11965.8,1.64395e+06
32,173,101,-436.847,15865.6,1.16768e+06
70,348,13,-1132.34,625.017,2399.43
30,208,32,-604.875,863.548,2733.94
58,503,46,-1334.75,390.621,833.081
26,116,79,-246.119,8065.88,4.48608e+06
39,322,32,-839.357,355.827,784.036
64,275,48,-822.104,668.497,4184.11
29,160,117,-281.498,8122.66,3.51943e+06
45,250,26,-789.576,861.443,3348.83
35,256,18,-714.013,412.509,1000.13
35,195,7,-596.433,472.703,1487.7
56,516,148,-1248.88,881.983,2475.61
56,329,196,-709.271,5659.2,215210
59,308,48,-1018.45,1558.27,8262.78
29,218,6,-626.582,398.04,902.769
100,494,86,-1516,964.38,5196.15
43,327,215,-685.428,26431.3,1.31794e+06
48,281,133,-816.611,14668.5,329340
48,281,133,-816.611,14668.5,329340
75,584,84,-1628.53,679.55,1807.4
93,446,322,-842.605,7637.89,6.24027e+06
86,408,40,-1257.51,588.625,2612.99
21,154,12,-440.201,501.906,1258.95
74,688,75,-1844.33,483.749,1020.24
21,127,10,-369.273,474.126,1432.79
121,712,128,-1970.15,623.067,2363.41
70,348,13,-1132.34,625.017,2399.43
39,368,60,-954.611,563.688,1257.14
62,437,66,-1153.11,460.334,1282.67
53,376,32,-1137.43,732.951,2025.33
75,666,69,-1730.52,375.987,791.93
76,297,158,-854.862,9464.63,1.41282e+06
36,343,29,-1074.48,1174.74,2641.86
80,523,340,-1035.41,8648.08,454965
80,641,101,-1673.8,500.822,1257.87
120,703,118,-1933.79,553.3,2021.25
68,451,37,-1263.99,419.174,1130.12
79,518,24,-1492.23,402.012,1048.83
45,263,174,-539.072,10542,1.14022e+06
79,518,24,-1492.23,402.012,1048.83
122,386,21,-1432.23,872.812,8392.93
55,393,29,-1111.05,448.399,1128.05
94,495,1,-1638.81,612.474,2076.94
1,18,2,-40.7064,248.024,350.066
64,440,288,-880.593,11934.9,621406
69,424,62,-1276.24,914.333,3353.62
54,248,145,-640.237,11965.8,1.64395e+06
65,360,46,-1053.36,601.621,2262.88
26,132,7,-428.276,685.91,2668.15
32,180,4,-593.284,711.752,2349.27
22,121,56,-364.673,15546.7,407706
47,356,50,-1122.86,1516.77,4671.88
52,464,24,-1382.08,644.33,1383.87
28,151,4,-484.563,587.398,1978.55
53,330,22,-953.202,436.966,1243.97
80,520,64,-1592.66,936.233,3109.42
74,688,75,-1844.33,483.749,1020.24
29,159,9,-484.698,510.281,1703.41
57,386,15,-1099.64,370.893,920.417
100,464,57,-1485.58,851.412,4467.62
54,546,43,-1425.13,361.891,681.17
74,606,43,-1783.24,630.131,1470.23
70,448,33,-1197.92,295.073,770.094
47,396,58,-1021.6,450.318,1053.17
55,393,29,-1111.05,448.399,1128.05
49,481,43,-1253.24,374.441,726.563
90,579,58,-1787.36,841.98,2695.45
45,365,52,-1011.78,670.176,1708.09
30,199,24,-594.346,792.957,2490.37
121,712,128,-1970.15,623.067,2363.41
35,189,11,-616.441,783.59,2905.03
28,133,5,-450.789,775.667,3325
35,229,126,-566.982,12840,319654
83,577,44,-1769.66,746.136,2090.16
74,606,43,-1783.24,630.131,1470.23
30,169,110,-361.513,11533.1,1.34073e+06
131,665,107,-1914.16,600.026,2693.97
41,208,127,-479.559,8527.35,832694
35,195,7,-596.433,472.703,1487.7
69,415,18,-1139.06,278.182,739.88
49,254,36,-765.034,733.322,3230.94
83,577,44,-1769.66,746.136,2090.16
62,353,220,-703.937,4073.2,196229
62,382,18,-1185.32,605.954,1804.56
37,203,128,-472.806,16652.5,2.01408e+06
24,186,108,-426.296,15113.6,291963
86,586,16,-1710.03,404.352,1000.14
79,657,90,-1815.2,645.524,1590.07
43,393,24,-1040.41,335.174,659.999
26,151,9,-448.228,465.612,1433.96
59,410,28,-1131.64,368.198,917.094
86,586,16,-1710.03,404.352,1000.14
101,552,93,-1542.09,567.184,2289.09
74,606,43,-1783.24,630.131,1470.23
186,1157,252,-3150.91,772.851,3031.6
35,195,7,-596.433,472.703,1487.7
57,300,27,-900.211,534.457,1983.7
36,315,15,-871.026,391.146,800.607
26,132,8,-423.917,670.059,2622.32
54,546,43,-1425.13,361.891,681.17
100,494,86,-1516,964.38,5196.15
92,413,90,-1147.11,580.926,3559.79
