sentences,words,OOV,logprob,ppl,ppl1
16,140,0,-321.439,114.949,197.692
79,535,0,-1055.87,52.4385,94.098
1,656,0,-1129.49,52.3795,52.6965
63,512,0,-638.01,12.8701,17.6244
31,185,0,-271.266,18.0244,29.2619
79,548,0,-798.51,18.7733,28.6507
115,1017,0,-2067.78,67.0908,107.949
64,430,0,-637.594,19.5288,30.3932
112,880,0,-1115.99,13.3349,18.5426
55,425,0,-823.943,52.0654,86.8341
168,1046,0,-2076.63,51.3533,96.6732
59,346,0,-500.605,17.2211,27.9791
45,312,0,-675.47,77.9961,146.207
49,292,0,-561.591,44.35,83.8022
66,591,0,-940.1,26.9711,38.9668
62,490,0,-1050.51,80.0029,139.286
47,337,0,-624.261,42.2357,71.1879
49,366,0,-498.849,15.9238,23.0662
80,552,0,-651.594,10.74,15.1504
121,698,0,-1385.71,49.1985,96.662
90,735,0,-1488.32,63.6839,105.909
92,993,0,-1871.05,53.024,76.6024
80,641,0,-808.934,13.2422,18.2805
1,564,0,-1224.96,147.256,148.565
66,496,0,-1076.73,82.3935,148.194
81,658,0,-618.632,6.87259,8.71305
65,408,0,-610.797,19.5581,31.4089
19,110,0,-231.564,62.3838,127.388
70,556,0,-1236.82,94.5687,167.684
87,715,0,-948.124,15.2125,21.1859
95,843,0,-935.887,9.94826,12.888
100,800,0,-1366.24,32.9647,51.0275
118,993,0,-2177.65,91.2172,155.954
57,442,0,-928.678,72.6236,126.206
80,641,0,-808.934,13.2422,18.2805
80,606,0,-1062.34,35.3666,56.6276
1,228,0,-478.609,123.026,125.65
126,1023,0,-2351.11,111.23,198.723
50,406,0,-735.44,41.0022,64.7782
59,502,0,-609.792,12.2172,16.3955
128,1058,0,-1678.17,26.0005,38.563
67,533,0,-1224.79,109.982,198.575
49,424,0,-456.113,9.2108,11.9052
93,728,0,-1299.69,38.2874,60.994
66,522,0,-815.277,24.3515,36.4614
57,372,0,-637.264,30.5818,51.6505
93,547,0,-929.406,28.3267,50.0146
81,658,0,-618.632,6.87259,8.71305
102,816,0,-1609.34,56.6359,93.8056
49,277,0,-605.486,71.9979,153.416
69,537,0,-670.193,12.7623,17.7024
55,409,0,-747.998,40.9323,67.4291
117,767,0,-1848.91,123.459,257.376
18,53,0,-128.254,64.031,262.955
69,553,0,-1184.85,80.3362,138.865
75,594,0,-1026.59,34.2381,53.4886
74,503,0,-777.893,22.293,35.1971
20,215,0,-352.54,31.6353,43.6237
85,802,0,-1255.81,26.0494,36.8002
86,682,0,-695.33,8.04225,10.4603
48,184,0,-391.25,48.5759,133.769
80,552,0,-651.594,10.74,15.1504
57,540,0,-897.105,31.8192,45.8465
18,153,0,-199.168,14.6125,20.0333
76,489,0,-1136.79,102.805,211.212
109,800,0,-1628.65,61.9004,108.595
70,531,0,-888.449,30.0805,47.1153
81,691,0,-750.502,9.37892,12.193
25,269,0,-588.377,100.295,153.913
21,184,0,-213.028,10.9436,14.38
63,430,0,-979.741,97.1189,189.875
147,901,0,-1038.19,9.7867,14.1991
125,990,0,-1670.39,31.4856,48.6706
106,735,0,-1487.38,58.6921,105.594
58,574,0,-1141.43,63.9831,97.4001
61,503,0,-620.003,12.5689,17.0848
56,436,0,-495.059,10.1442,13.6602
73,625,0,-1354.83,87.2996,147.137
25,166,0,-280.469,29.4052,48.9297
65,484,0,-1047.66,80.9681,146.082
38,354,0,-677.631,53.5366,82.0752
78,697,0,-793.153,10.5542,13.7389
19,142,0,-286.812,60.4565,104.666
78,704,0,-1456.48,72.8619,117.181
9,77,0,-164.192,81.1361,135.634
69,537,0,-670.193,12.7623,17.7024
56,436,0,-495.059,10.1442,13.6602
61,528,0,-809.946,23.7203,34.197
76,538,0,-1152.11,75.233,138.509
85,701,0,-848.217,11.9993,16.2185
61,538,0,-848.881,26.1314,37.8308
88,657,0,-1575.56,130.272,250.104
45,368,0,-706.456,51.3508,83.1222
87,663,0,-1115.29,30.6942,48.105
42,412,0,-705.764,35.8548,51.644
66,393,0,-564.156,16.9472,27.2591
75,492,0,-876.811,35.1887,60.553
66,469,0,-987.7,70.1726,127.635
63,661,0,-1398.03,85.3054,130.322
21,184,0,-213.028,10.9436,14.38
48,435,0,-485.693,10.1292,13.0778
147,901,0,-1038.19,9.7867,14.1991
69,546,0,-1175.08,81.413,141.956
95,843,0,-935.887,9.94826,12.888
84,701,0,-1141.25,28.4325,42.4643
19,91,0,-160.29,28.6538,57.7337
