sentences,words,OOV,logprob,ppl,ppl1
74,587,0,-1275.92,85.1692,149.15
63,451,0,-1008.72,91.7268,172.439
45,318,0,-671.582,70.8091,129.388
30,247,0,-567.819,112.173,199.004
36,286,0,-678.823,128.276,236.324
8,64,0,-151.405,126.721,232.117
79,764,0,-1632.64,86.4374,137.076
52,437,0,-1018.57,121.051,214.203
40,301,0,-564.526,45.2378,75.0762
5,285,0,-607.269,124.174,135.135
59,346,0,-716.936,58.9131,118.051
23,222,0,-517.591,129.603,214.531
49,293,0,-681.84,98.556,212.372
64,597,0,-1400.7,131.54,221.935
87,546,0,-1017.11,40.4405,72.9201
82,601,0,-1282.9,75.5672,136.336
146,956,0,-1946.9,58.4384,108.77
86,682,0,-1290.79,47.9422,78.1008
50,324,0,-616.029,44.3747,79.6753
111,846,0,-2017.11,128.156,242.263
68,495,0,-1077.68,82.0679,150.359
60,510,0,-1112.81,89.5984,152.049
32,255,0,-498.39,54.5192,90.047
85,539,0,-1149.83,69.6113,135.916
72,576,0,-1389.16,139.242,258.072
15,101,0,-232.808,101.616,201.85
112,610,0,-1240.84,52.3144,108.186
81,658,0,-1210.42,43.4427,69.1106
59,414,0,-850.812,62.9153,113.527
3,154,0,-320.356,109.771,120.292
139,694,0,-1520.62,66.9074,155.273
36,302,0,-622.46,69.4382,115.114
163,1180,0,-2681.75,99.2734,187.355
98,694,0,-1349.29,50.5412,87.9464
79,645,0,-1319.54,66.461,111.121
121,917,0,-2074.86,99.7478,183.089
86,507,0,-1210.47,109.967,244.068
68,395,0,-873.106,76.8702,162.329
91,683,0,-1526.92,93.9203,172.029
18,153,0,-316.683,71.1126,117.442
56,464,0,-1108.11,135.203,244.44
4,205,0,-437.228,123.595,135.775
63,471,0,-1005.19,76.2755,136.197
63,512,0,-1070.85,72.8357,123.452
20,169,0,-350.823,71.8134,119.09
109,876,0,-1854.22,76.2874,130.823
75,529,0,-1178.34,89.3101,168.847
89,712,0,-1440.28,62.8206,105.406
85,701,0,-1376.11,56.3346,91.8473
51,417,0,-889.748,79.6472,136.047
80,665,0,-1501.81,103.718,181.286
35,299,0,-619.995,71.8246,118.458
87,593,0,-1238.55,66.2817,122.635
86,568,0,-1277.7,89.8827,177.615
56,603,0,-1357,114.6,177.999
9,104,0,-203.456,63.1683,90.4299
83,596,0,-1266.99,73.4454,133.605
33,268,0,-585.927,88.43,153.565
59,422,0,-822.909,51.3841,89.1293
