sentences,words,OOV,logprob,ppl,ppl1
51,386,2,-887.802,109.881,205.109
91,579,43,-1238.58,94.496,204.546
94,750,39,-1918.69,241.803,499.545
48,306,5,-735.204,127.821,277.038
33,173,3,-467.634,201.195,563.364
60,380,3,-788.468,63.7198,123.432
108,425,17,-1084.15,126.204,454.191
71,524,2,-1195.54,103.772,195.118
39,258,6,-645.91,165.814,365.708
17,146,1,-377.476,213.844,401.125
56,502,11,-1059.19,86.3711,143.621
80,657,3,-1430.58,88.9231,153.966
87,286,1,-706.891,79.4775,302.217
56,144,2,-396.004,100.004,614.833
55,170,2,-410.896,69.5959,279.133
15,99,0,-219.373,84.0084,164.394
78,434,12,-606.551,16.3343,27.3731
1,7,2,-15.2738,351.259,1134.36
42,297,1,-659.157,89.1596,168.609
36,224,2,-437.242,49.5148,93.2302
49,429,6,-1038.05,158.222,284.464
72,533,5,-1193.09,97.3841,181.822
44,246,3,-566.717,94.324,214.866
42,335,26,-741.95,129.962,251.844
104,630,32,-1717.46,279.595,744.753
97,423,30,-1036.04,130.125,432.74
94,520,24,-1202.83,109.318,266.107
85,798,16,-1966.73,185.539,327.344
59,352,0,-802.742,89.7725,190.773
53,425,1,-957.118,101.516,180.864
41,310,6,-757.108,156.5,309.375
82,574,11,-1457.08,181.567,387.312
13,110,6,-270.342,204.465,397.599
7,35,7,-88.6042,340.055,1460.28
80,417,9,-1096.34,176.438,486.521
33,281,3,-596.274,82.6571,139.595
55,442,11,-1036.8,135.933,254.425
38,231,2,-447.278,47.3366,89.7795
61,478,17,-1176.46,179.372,356.431
39,412,0,-883.984,91.2123,139.827
49,302,4,-573.851,45.0558,84.2706
260,746,21,-2257.43,195.799,1299.27
95,625,18,-1655.86,228.44,534.488
37,277,12,-625.958,118.225,230.2
52,490,13,-1219.98,202.392,361.08
60,370,17,-957.303,207.934,515.118
62,565,4,-1268.19,108.546,182.215
112,803,9,-1966.31,148.018,299.54
48,381,7,-917.622,149.437,284.141
59,334,69,-885.23,539.75,2190.24
70,414,3,-1073.07,170.18,408.196
32,260,4,-600.506,121.644,221.68
39,349,9,-817.91,143.904,254.458
59,392,0,-665.584,29.9086,49.8791
100,501,0,-1048.92,55.6284,124.068
42,297,1,-659.157,89.1596,168.609
55,443,16,-1086.6,179.624,350.542
34,214,6,-499.952,116.391,253.289
36,281,0,-704.585,166.98,321.676
36,281,0,-704.585,166.98,321.676
32,183,1,-460.234,141.457,337.876
21,206,1,-397.615,57.4593,87.0137
83,633,15,-1495.08,135.765,262.562
27,180,1,-424.686,115.235,235.802
60,428,3,-926.27,81.2522,151.168
52,490,13,-1219.98,202.392,361.08
66,622,2,-1415.18,115.596,191.667
42,241,4,-634.301,187.707,474.653
35,240,8,-556.346,121.253,250.059
60,380,3,-788.468,63.7198,123.432
57,332,13,-888.426,230.587,609.584
72,353,5,-755.321,62.8612,148.068
58,474,10,-894.429,51.6971,84.6544
72,755,7,-1790.82,152.732,247.827
69,557,12,-1408.27,196.608,383.692
30,106,63,-193.558,448.205,31720.8
64,413,14,-965.097,121.462,262.294
6,37,2,-99.5214,267.517,697.379
25,232,3,-488.962,84.1486,136.523
60,467,24,-1087.52,145.233,285.033
54,357,11,-787.265,92.9313,188.509
42,469,14,-1337.51,491.097,870.127
58,306,95,-852.999,1482.52,11031.9
58,334,10,-733.455,83.1841,183.549
72,386,2,-905.098,96.5748,227.523
51,386,2,-887.802,109.881,205.109
